username,nom,categorie,biographie,instagram_followers,instagram_following,instagram_posts,tiktok_followers,tiktok_following,tiktok_likes,youtube_subscribers,youtube_views,twitter_followers,score_influence,url_profil,photo_url,source,date_collecte,youtube_videos,niveau
rihem_ben_alaya,Rihem ben alaya,Actors,Blog personnel 𝔻𝕚𝕘𝕚𝕥𝕒𝕝 𝕄𝕒𝕟𝕒𝕘𝕖𝕣 : @choukou_chilavert 𝕋𝕦𝕟𝕚𝕤 📍/ 📰 𝕁𝕠𝕦𝕣𝕟𝕒𝕝𝕚𝕤𝕥𝕖 / 𝕄𝕠𝕞 𝕠𝕗 𝕐𝕆𝕃𝕐𝕆𝕊 𝕂𝔸𝕐𝕊𝔼ℝ 🪬/ 𝕗𝕚𝕥𝕟𝕖𝕤𝕤 𝕘𝕚𝕣𝕝 🏋️,594000,467,144,68700,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/rihem_ben_alaya,https://www.influenceurs.tn/uploads/rihem_ben_alaya.jpg,influenceurs.tn,2026-03-17 16:00:04,,Nano
sarra__cherif,Sarra  cherif,Fashion,Sarra Cherif Hey stalker👀 Founder of @s2o_swimwear Minimalist | Glam content✨ Inquires🇹🇳: Sarracherif@karpainfluence.tn Inquires🇫🇷:sarracherif.collabs@gmail.com,642800,1400,248,3100,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/sarra__cherif,https://www.influenceurs.tn/uploads/sarra__cherif.jpg,influenceurs.tn,2026-03-17 16:03:40,,Nano
lacrazyrevolution,Lacrazyrevolution,Humor,Emyra J’AIME LES HUITRES LES OLIVES LE FROMAGE LA POLITESSE L’ODEUR DES BOUQUINS JE NE PARLE PAS ANGLAIS ET @jesuisdecomplexe,495100,1000,205,59900,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/lacrazyrevolution,https://www.influenceurs.tn/uploads/lacrazyrevolution.jpg,influenceurs.tn,2026-03-17 16:04:30,,Nano
ali_zitouni,Ali zitouni,Sport,Sport ⚽️ ZITOUNI MANAGEMENT ⚽️ 🔝Agent-Intermediary / Futbol Menajeri 🔝Pl player for #Esperance #antalyaspor #troyes #ahlydubai #Tunisian #İnternational vm.tiktok.com/ZSJPahvA8,374700,501,361,264600,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/ali_zitouni,https://www.influenceurs.tn/uploads/ali_zitouni.jpg,influenceurs.tn,2026-03-17 16:03:47,,Nano
si_nacer,Si nacer,Video Blogger,Nassreddine Habechi Création de vidéos Contact: Si.nacer.contact@gmail.com Youtube : + 1 M Facebook : +1 M Tiktok : +400 K,370300,1600,342,450400,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/si_nacer,https://www.influenceurs.tn/uploads/si_nacer.jpg,influenceurs.tn,2026-03-17 15:54:19,,Nano
sahri.bahri,Sahri.bahri,"Video Blogger, TV Host","Création de vidéos 📍Tunis, Tunisia 🇹🇳 <-> Paris, France 🇫🇷 📩 bahriyousseff@gmail.com ✍🏻 Copywriter youtube.com/@sahribahri-8321",685700,993,212,121,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/sahri.bahri,https://www.influenceurs.tn/uploads/sahri.bahri.jpg,influenceurs.tn,2026-03-17 15:59:33,,Nano
ahmed_kafon.officiel,Ahmed kafon.officiel,Singer,Ahmed Laabidi Laabidi 🇹🇳🇩🇿🇱🇾🇦🇪🇶🇦🇴🇲🇨🇦🇫🇷🇩🇪🇮🇹🇧🇪🇳🇱🇲🇹,689300,213,167,71800,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/ahmed_kafon.officiel,https://www.influenceurs.tn/uploads/ahmed_kafon.officiel.jpg,influenceurs.tn,2026-03-17 15:59:18,,Nano
ahmed.riabi,Ahmed.riabi,Video Blogger,Création de vidéos 1 Million Subscribers Youtube🥇 100 Millions Views Youtube🔥 🔴Youtube🔴 Subscribe Here ⬇️⬇️💯🔥,517299,1200,177,424,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/ahmed.riabi,https://www.influenceurs.tn/uploads/ahmed.riabi.jpg,influenceurs.tn,2026-03-17 16:05:15,,Nano
leilabenkhalifaofficial,Leilabenkhalifaofficial,Modeling,Actress | Tv-Host | Fashion Globe Trotter 📍Paris Contact pro : Leilabenkhalifamanagement@gmail.com,1000000,730,716,0,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/leilabenkhalifaofficial,https://www.influenceurs.tn/uploads/leilabenkhalifaofficial.jpg,influenceurs.tn,2026-03-17 15:46:35,,Nano
naoufelouertani,Naoufelouertani,TV Host,Animateur et Producteur @diwanfm @talvsa_tv,641400,1100,869,0,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/naoufelouertani,https://www.influenceurs.tn/uploads/naoufelouertani.jpg,influenceurs.tn,2026-03-17 16:03:43,,Nano
benalouaneyohan,Benalouaneyohan,Sport,Benalouane ⚽️ Football Player 🏆2016 Champion @lcfc 🏴󠁧󠁢󠁥󠁮󠁧󠁿 📲 Co Founder Origins @originsvc,558100,379,486,111,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/benalouaneyohan,https://www.influenceurs.tn/uploads/benalouaneyohan.jpg,influenceurs.tn,2026-03-17 16:03:03,,Nano
medislambouglia,Medislambouglia,Sport,"Mohamed Islam Bouglia Athlète •Tunisian🇹🇳 warrior🥇 •African champion of paratriathlon,rowing 🏆 •Business => bougliamohamedislem@gmail.com •Influencer🤝 •owner of @moon_clothing_97",469300,443,295,215700,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/medislambouglia,https://www.influenceurs.tn/uploads/medislambouglia.jpg,influenceurs.tn,2026-03-17 15:59:43,,Nano
nasseem_ziadia,Nasseem ziadia,Actors,📧|Professional contact: Nasseem_Ziadia@outlook.com,768800,819,212,228500,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/nasseem_ziadia,https://www.influenceurs.tn/uploads/nasseem_ziadia.jpg,influenceurs.tn,2026-03-17 15:53:33,,Nano
juliachaouachi,Juliachaouachi,Actors,London 🇬🇧,760800,7500,463,22700,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/juliachaouachi,https://www.influenceurs.tn/uploads/juliachaouachi.jpg,influenceurs.tn,2026-03-17 15:54:51,,Nano
imen_mehrzi,Imen mehrzi,Singer,Miss World Tunisia 2023/2024 👑 Singer | Engineer | TV Host | Actress Imen Mehrzi | 3andi 7elma - عندي حلمة (Official Music Video) is out NOW ⬇️⬇️,130900,766,516,1700,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/imen_mehrzi,https://www.influenceurs.tn/uploads/imen_mehrzi.jpg,influenceurs.tn,2026-03-17 16:36:24,,Nano
mariem.nourddine,Mariem.nourddine,Singer,Artiste مرحبا بيكم في الصفحة الرسمية للفنانة مريم نورالدين🇹🇳 ☎️Contact manager : 24 666 140 ou 50 600 900 ▶️YouTube: Mariem Noureddine youtu.be/HRAwLsy2EeI,439000,699,1200,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/mariem.nourddine,https://www.influenceurs.tn/uploads/mariem.nourddine.jpg,influenceurs.tn,2026-03-17 16:11:41,,Nano
afefjnifen,Afefjnifen,Fashion,Afef Jnifen عفاف جنيفان Journaliste,282100,50,1700,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/afefjnifen,https://www.influenceurs.tn/uploads/afefjnifen.jpg,influenceurs.tn,2026-03-17 16:21:41,,Nano
nahdi.dali.officiel,Nahdi.dali.officiel,Actors,𝐌𝐎𝐇𝐀𝐌𝐄'𝐃 𝐀𝐋𝐈 𝐍𝐀𝐇𝐃𝐈 Réalisation Tunisian Actor and Director www.facebook.com/DaliNahdi.Officiel?mibextid=LQQJ4d,431300,460,3400,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/nahdi.dali.officiel,https://www.influenceurs.tn/uploads/nahdi.dali.officiel.jpg,influenceurs.tn,2026-03-17 16:08:59,,Nano
mariemsabbagh,Mariemsabbagh,Lifestyle,Personnalité publique 📍|UAE🇦🇪-QAR🇶🇦-BEL🇧🇪-TUN🇹🇳 💎|ɪɴғʟᴜᴇɴᴄᴇʀ 👩🏼‍🎓|ғɪɴᴇ ᴀʀᴛs 📸|ᴄʀᴇᴀᴛɪᴠᴇ ᴅɪʀᴇᴄᴛᴏʀ 📺|ᴛᴠ ʜᴏsᴛ,323200,1000,1600,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/mariemsabbagh,https://www.influenceurs.tn/uploads/mariemsabbagh.jpg,influenceurs.tn,2026-03-17 16:18:43,,Nano
nejibbelkadhi,Nejibbelkadhi,Actors,"Nejib Belkadhi Filmmaker and actor from Tunisia. I'm a DJ in my spare time Director of VHS-KAHLOUCHA, BASTARDO and LOOK AT ME. New film out now : COMMUNION. youtu.be/l4XMy1U3074",261700,1300,1100,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/nejibbelkadhi,https://www.influenceurs.tn/uploads/nejibbelkadhi.jpg,influenceurs.tn,2026-03-17 16:21:57,,Nano
najla_chtourou,Najla chtourou,Lifestyle,Fashion | beauty | lifestyle | travel Married 💍 chtourou.najla@outlook.fr,123300,4800,969,23200,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/najla_chtourou,https://www.influenceurs.tn/uploads/najla_chtourou.jpg,influenceurs.tn,2026-03-17 16:34:01,,Nano
nassimraissiofficial,Nassimraissiofficial,Singer,Artiste #البية 🔥 youtu.be/Q6aygJAYRLQ,393900,1200,506,21,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/nassimraissiofficial,https://www.influenceurs.tn/uploads/nassimraissiofficial.jpg,influenceurs.tn,2026-03-17 16:13:53,,Nano
inessbousselmi,Inessbousselmi,Food,🔸social worker🔸 from TN🇹🇳 📍QR🇶🇦🔸food photography📸🔸delicious recipes🍴🔸content creator 🔸Fb: inessbousselmi🔸YouTube «kitchiness»,161800,1000,1100,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/inessbousselmi,https://www.influenceurs.tn/uploads/inessbousselmi.jpg,influenceurs.tn,2026-03-17 16:37:30,,Nano
ksourimaya,Ksourimaya,TV Host,"maya ksouri Avocate, journaliste, polémiste( tv, radio et presse écrite) et auteur.🇹🇳",161500,1800,1500,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/ksourimaya,https://www.influenceurs.tn/uploads/ksourimaya.jpg,influenceurs.tn,2026-03-17 16:37:35,,Nano
khemissi_imen,Khemissi imen,Lifestyle,Stylist @alhayah1tv ❤️image Consultant ❤️ Movies and series Costume Designer 🇹🇳✌🏻❤️ Tunisian living in Egypt 🇪🇬,119700,2200,631,2500,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/khemissi_imen,https://www.influenceurs.tn/uploads/khemissi_imen.jpg,influenceurs.tn,2026-03-17 16:39:36,,Nano
khawlaboukhris,Khawlaboukhris,Lifestyle,Création digitale 𝐶𝑜𝑛𝑡𝑒𝑛𝑡 𝑐𝑟𝑒𝑎𝑡𝑜𝑟 𝑚𝑎𝑑𝑒 𝑖𝑛 🇹🇳 𝐹𝑜𝑢𝑛𝑑𝑒𝑟 @kbtroc @shopaholicbykb,179100,1500,867,50,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/khawlaboukhris,https://www.influenceurs.tn/uploads/khawlaboukhris.jpg,influenceurs.tn,2026-03-17 16:29:14,,Nano
khawla_in_the_kitchen_,Khawla in the kitchen,Food,"You found here my daily life. Recipes, Cleaning , Decoration & tips 📍Switzerland 🇨🇭 سويسرا For collaboration 👇👇 khawlanano2014@gmail.com",181500,1000,606,1100,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/khawla_in_the_kitchen_,https://www.influenceurs.tn/uploads/khawla_in_the_kitchen_.jpg,influenceurs.tn,2026-03-17 16:29:01,,Nano
itsfarahyasmine,Itsfarahyasmine,Travel,Farah Yasmine Création digitale Dream. Believe. Achieve. 🕊 ✉️ itsfarahyasmine@gmail.com @fyncobrushes m.youtube.com/@ItsFarahYasmine,266200,4100,869,12,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/itsfarahyasmine,https://www.influenceurs.tn/uploads/itsfarahyasmine.jpg,influenceurs.tn,2026-03-17 16:21:54,,Nano
kenzafourati,Kenzafourati,Modeling,"Kenza Fourati كنزة الفراتي Cofounder @osaythelabel - Model, for inquiries: ginni.conquest@wilhelmina.com & L.demorgon@elitemodel.fr . NYer- #OurStoriesAreYours-",127700,4800,1700,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/kenzafourati,https://www.influenceurs.tn/uploads/kenzafourati.jpg,influenceurs.tn,2026-03-17 16:36:50,,Nano
kenzaachiha,Kenzaachiha,Modeling,KENZA 🦁💗 Mannequin Tunisian Girl🌊🦋✨🌞 Pink Lover 🎀🧞‍♀️🎟️ 🍉🇵🇸🕊️,240900,2100,622,2600,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/kenzaachiha,https://www.influenceurs.tn/uploads/kenzaachiha.jpg,influenceurs.tn,2026-03-17 16:24:16,,Nano
rabaa_essefi_officiel_,Rabaa essefi officiel,Actors,Artiste Actrice scénariste 🇹🇳 Pour toute demande de collaboration : Rabaa.essefi@yahoo.com www.tiktok.com/@rabaa_essefi?_t=8gSHWKWbld0&_r=1,341400,1300,713,95600,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/rabaa_essefi_officiel_,https://www.influenceurs.tn/uploads/rabaa_essefi_officiel_.jpg,influenceurs.tn,2026-03-17 16:10:10,,Nano
ibaa_hamli,Ibaa hamli,Actors,"Acteur(ice) PhD in Art Theory Founder @boabee_ 🐝☀️🧜‍♀️ 🌿 📖 facebook.com/iba.hamli Suivi(e) par rakia.bouslimi, mouad",399200,3100,1000,253,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/ibaa_hamli,https://www.influenceurs.tn/uploads/ibaa_hamli.jpg,influenceurs.tn,2026-03-17 16:13:47,,Nano
sabrinetrifi,Sabrinetrifi,Lifestyle,S A B R I N E T R I F I Mom & Lifestyle Owner of: @fugazicoffeeandsnack 💌 sabrinemalektrifi@yahoo.fr,112300,3100,802,6600,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/sabrinetrifi,https://www.influenceurs.tn/uploads/sabrinetrifi.jpg,influenceurs.tn,2026-03-17 16:39:57,,Nano
sayayassine,Sayayassine,Lifestyle,Yassine Saya Entrepreneuriat,335000,450,574,161,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/sayayassine,https://www.influenceurs.tn/uploads/sayayassine.jpg,influenceurs.tn,2026-03-17 16:20:27,,Nano
tunisian.kitchen,Tunisian.kitchen,Food,tunisian.kitchen الحساب الثاني الخاص بالحلويات : @tunisian__delights #المطبخ_التونسي_الأول_عربيا #تونس_بلد_الألف_طبق_وطبق Tunisian kitchen 🇹🇳🇹🇳🇹🇳,310500,1000,2400,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/tunisian.kitchen,https://www.influenceurs.tn/uploads/tunisian.kitchen.jpg,influenceurs.tn,2026-03-17 16:24:23,,Nano
rochdi_belgasmi,Rochdi belgasmi,Lifestyle,"Danseur, Performeur et Chorégraphe Tunisien TEL : 52136746",118000,348,573,58600,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/rochdi_belgasmi,https://www.influenceurs.tn/uploads/rochdi_belgasmi.jpg,influenceurs.tn,2026-03-17 16:29:22,,Nano
asmamek,Asmamek,Lifestyle,A S M A M E K N I ✨ Création digitale 🇹🇳📍Dubai 🇦🇪 Fashion | Beauty | Motherhood Property consultant & Digital manager at @fidohomes 🏡 Owner of @she_modastore 🌸 ✉️ asmamekni10@gmail.com,361900,4400,680,6900,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/asmamek,https://www.influenceurs.tn/uploads/asmamek.jpg,influenceurs.tn,2026-03-17 16:17:19,,Nano
aymenlessigue,Aymenlessigue,Singer,Tunisian singer 🎤🎵🎶🎼 Ambassador @mazzaro_milano 👔 Booking +21623230200,98600,1200,926,5900,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/aymenlessigue,https://www.influenceurs.tn/uploads/aymenlessigue.jpg,influenceurs.tn,2026-03-17 16:44:47,,Nano
safwenboufarwa,Safwenboufarwa,Food,Safwen.boufarwa 👋 La 𝔊𝔞𝔰𝔱𝔯𝔬𝔫𝔬𝔪𝔦𝔢 est l’art d’utiliser la nourriture pour créer le 𝔅𝔬𝔫𝔥𝔢𝔲𝔯 ...,306900,992,675,129,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/safwenboufarwa,https://www.influenceurs.tn/uploads/safwenboufarwa.jpg,influenceurs.tn,2026-03-17 16:22:52,,Nano
artmastaofficiel,Artmastaofficiel,Rap,Artmasta Artiste New song 🎵 youtu.be/1yvW8RJdkB4,448300,152,888,238,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/artmastaofficiel,https://www.influenceurs.tn/uploads/artmastaofficiel.jpg,influenceurs.tn,2026-03-17 16:11:26,,Nano
raouf_maher,Raouf maher,Singer,Raouf Maher | رؤوف ماهر ®🇹🇳 🎤 | Page Officielle De L’artiste Tunisien Raouf Maher 🇹🇳 📱 | Digital Manager : @akrem_khlil 🎼 | YouTube ⬇️,211200,69,909,546,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/raouf_maher,https://www.influenceurs.tn/uploads/raouf_maher.jpg,influenceurs.tn,2026-03-17 16:28:00,,Nano
cherifa_naffeti,Cherifa naffeti,Modeling,𝐶ℎ𝑒𝑟𝑖𝑓𝑎 𝑁𝑎𝑓𝑓𝑒𝑡𝑖 📍| ʙᴀsᴇᴅ ɪɴ ᴍɪʟᴀɴ 🇹🇳| ᴛᴜɴɪsɪᴀɴ ᴍᴏᴅᴇʟ 🇮🇹| ᴡᴏᴍᴇɴ 🤍| ʜᴀᴘᴘʏ ᴡɪғᴇ 👶🏻| ᴍᴏᴍ ᴏғ ᴊᴀᴅ 🍒| ᴄʜᴇʀʀʏ,114400,627,1000,1300,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/cherifa_naffeti,https://www.influenceurs.tn/uploads/cherifa_naffeti.jpg,influenceurs.tn,2026-03-17 16:40:13,,Nano
diotisdiaries,Diotisdiaries,Lifestyle,"Donia Amrouni Création digitale Fashion, beauty and yummy recipes Mom of 👶🏼🐈🐈🐈‍⬛",315300,1700,739,9000,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/diotisdiaries,https://www.influenceurs.tn/uploads/diotisdiaries.jpg,influenceurs.tn,2026-03-17 16:20:57,,Nano
sanabencheikhlarbi,Sanabencheikhlarbi,Actors,Sana ben cheikh larbi Acteur(ice) 🇹🇳 🇫🇷 youtu.be/041NOsfLXQY,368000,990,823,1100,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/sanabencheikhlarbi,https://www.influenceurs.tn/uploads/sanabencheikhlarbi.jpg,influenceurs.tn,2026-03-17 16:14:21,,Nano
sandy.aly,Sandy.aly,Actors,Artiste Tunisian actress follow me on twitter @sandouddd snupchat : sandyali2,360100,462,1100,0,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/sandy.aly,https://www.influenceurs.tn/uploads/sandy.aly.jpg,influenceurs.tn,2026-03-17 16:16:06,,Nano
benromdhaneolfa,Benromdhaneolfa,Singer,Olfa Ben Romdhane Tunisian musical artist 🇹🇳📍 📩 Olfa.benromdhane.artiste@gmail.com youtu.be/MtRqF7zmrYE?feature=shared,334000,876,633,1100,0,0,0,0,0,37,https://www.influenceurs.tn/influencer/show/benromdhaneolfa,https://www.influenceurs.tn/uploads/benromdhaneolfa.jpg,influenceurs.tn,2026-03-17 16:18:20,,Nano
soumow,Soumow,Lifestyle,Not an influencer 🇹🇳🇫🇷🇺🇸 🇪🇸 👩🏻‍💻follow my bookstagram @soumow.reads 📚🇹🇳🇫🇷🇺🇸 🇪🇸,62600,453,2000,219,0,0,0,0,0,36,https://www.influenceurs.tn/influencer/show/soumow,https://www.influenceurs.tn/uploads/soumow.jpg,influenceurs.tn,2026-03-17 16:54:30,,Nano
chouchoutas,Chouchoutas,Lifestyle,"Sana Bouslama 🇹🇳 Bayrem 👦🏻 Ici il y a de la joie, des coups de coeur et de la gourmandise. Ici c’est le bonheur sous toutes ses formes ❤️ Blog 👇 babybsdiary.blogspot.com/?m=1",66800,7400,1200,308,0,0,0,0,0,36,https://www.influenceurs.tn/influencer/show/chouchoutas,https://www.influenceurs.tn/uploads/chouchoutas.jpg,influenceurs.tn,2026-03-17 16:55:35,,Nano
narjessrkaiek,Narjessrkaiek,Lifestyle,Cabin Attendant Noah's mommy 💙🧸 Dutch/Tunisian E-mail: Narjessrkaiek@hotmail.com,70600,7500,1100,1100,0,0,0,0,0,36,https://www.influenceurs.tn/influencer/show/narjessrkaiek,https://www.influenceurs.tn/uploads/narjessrkaiek.jpg,influenceurs.tn,2026-03-17 16:52:42,,Nano
vitalunaspirit,Vitalunaspirit,Travel,Medical Doctor. Rider. Lover. Vintage and Harissa 🌶️ @veetahvintage @vintagevillagetunisia @elkahwa,71300,1200,1200,97,0,0,0,0,0,36,https://www.influenceurs.tn/influencer/show/vitalunaspirit,https://www.influenceurs.tn/uploads/vitalunaspirit.jpg,influenceurs.tn,2026-03-17 16:52:46,,Nano
tarabine,Tarabine,Lifestyle,|| Life & Style || 📍Tunisia 🇹🇳 Own your magic ✨,53600,5500,2000,22,0,0,0,0,0,36,https://www.influenceurs.tn/influencer/show/tarabine,https://www.influenceurs.tn/uploads/tarabine.jpg,influenceurs.tn,2026-03-17 16:54:51,,Nano
yousr.fg,Yousr.fg,Lifestyle,@yousrferjani 📍Paris Based 🇫🇷 📧: yocontactpro@gmail.com Yousr.collaborations@gmail.com,1500000,518,68,0,0,0,0,0,0,34,https://www.influenceurs.tn/influencer/show/yousr.fg,https://www.influenceurs.tn/uploads/yousr.fg.jpg,influenceurs.tn,2026-03-17 15:30:59,,Nano
rym_ben_messaoud,Rym ben messaoud,Actors,Tunisian Actress,802600,2800,312,0,0,0,0,0,0,33,https://www.influenceurs.tn/influencer/show/rym_ben_messaoud,https://www.influenceurs.tn/uploads/rym_ben_messaoud.jpg,influenceurs.tn,2026-03-17 15:57:04,,Nano
lina_khouili,Lina khouili,Lifestyle,Création digitale 🇹🇳🇸🇦,555500,1100,171,0,0,0,0,0,0,33,https://www.influenceurs.tn/influencer/show/lina_khouili,https://www.influenceurs.tn/uploads/lina_khouili.jpg,influenceurs.tn,2026-03-17 16:07:06,,Nano
asmafehri_officiel,Asmafehri officiel,Lifestyle,Healthy lifestyle et déco CEO @kacha_events Producer @elhiwarettounsi.tv 📧 asmabjfehri@gmail.com,919200,2400,281,0,0,0,0,0,0,33,https://www.influenceurs.tn/influencer/show/asmafehri_officiel,https://www.influenceurs.tn/uploads/asmafehri_officiel.jpg,influenceurs.tn,2026-03-17 15:50:58,,Nano
souhir_ben_amara,Souhir ben amara,Actors,Souhir Ben Amara Actress,728600,932,349,0,0,0,0,0,0,33,https://www.influenceurs.tn/influencer/show/souhir_ben_amara,https://www.influenceurs.tn/uploads/souhir_ben_amara.jpg,influenceurs.tn,2026-03-17 15:55:14,,Nano
abir_azl,Abir azl,Lifestyle,Abir Azl ep bel haj saad Welcome to my world ❤ 🇹🇳🇩🇿 @home_troc 💻 Digital Security By : @choukou_chilavert,171700,996,795,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/abir_azl,https://www.influenceurs.tn/uploads/abir_azl.jpg,influenceurs.tn,2026-03-17 16:32:31,,Nano
sandra_chihaoui,Sandra chihaoui,TV Host,"🕊️ | self development and mindfulness ⚡️ | fashion . lifestyle . Travel 📢 | contact.sandrachihaoui@gmail.com Suivi(e) par haniin_fashion, benjemiaa.sarah, hibab",410300,324,102,1,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/sandra_chihaoui,https://www.influenceurs.tn/uploads/sandra_chihaoui.jpg,influenceurs.tn,2026-03-17 16:15:08,,Nano
yasmeenayari_,Yasmeenayari,Lifestyle,"Capturing moments , one vlog at a time 🎥 Brand owner : @maisonyasmineofficial 📧 : yasmeen@tawa.digital Member of @tawadigitaltalents Network",298900,1100,194,116500,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/yasmeenayari_,https://www.influenceurs.tn/uploads/yasmeenayari_.jpg,influenceurs.tn,2026-03-17 16:14:54,,Nano
eyadaghnoujofficial,Eyadaghnoujofficial,Singer,Tunisian singer Business Management E&T Prod (تونس) 📞+21652167021 Haider Alnuaimi(الشرق الاوسط) 📞009647515024444 ✉️ Prod.eyadaghnouj@gmail.com,57100,674,159,152900,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/eyadaghnoujofficial,https://www.influenceurs.tn/uploads/eyadaghnoujofficial.jpg,influenceurs.tn,2026-03-17 16:28:04,,Nano
bilelmissaoui,Bilelmissaoui,TV Host,Bilel Missaoui,293400,1100,804,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/bilelmissaoui,https://www.influenceurs.tn/uploads/bilelmissaoui.jpg,influenceurs.tn,2026-03-17 16:21:34,,Nano
chebbialaaofficiel,Chebbialaaofficiel,TV Host,Alaa Chebbi Animateur || Le seul compte officiel || Digital manager @choukou_chilavert,443500,1700,223,14,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/chebbialaaofficiel,https://www.influenceurs.tn/uploads/chebbialaaofficiel.jpg,influenceurs.tn,2026-03-17 16:09:55,,Nano
emna_marouani,Emna marouani,Modeling,The best gift is the Healthy you 🧚 Email / DM for business inquiries 📩,70100,734,162,93900,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/emna_marouani,https://www.influenceurs.tn/uploads/emna_marouani.jpg,influenceurs.tn,2026-03-17 16:31:54,,Nano
elgeneralofficial,Elgeneralofficial,Singer,El General New Album 2024 ‘ The Return ‘,139800,166,353,6,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/elgeneralofficial,https://www.influenceurs.tn/uploads/elgeneralofficial.jpg,influenceurs.tn,2026-03-17 16:38:23,,Nano
aziz__bey,Aziz  bey,Actors,Aziz Bey Tunisian actor 🇹🇳 👑 🎬,205900,315,424,1,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/aziz__bey,https://www.influenceurs.tn/uploads/aziz__bey.jpg,influenceurs.tn,2026-03-17 16:26:13,,Nano
slimhal,Slimhal,Doctor,Ｄｒ Ｓｌｉｍ Ｈａｌｏｕａｎｉ COMPTE PERSONNEL ᴅᴇʀᴍᴀᴛᴏʟᴏɢɪᴇ ᴇᴛ ᴍÉᴅᴇᴄɪɴᴇ ᴇsᴛʜÉᴛɪQᴜᴇ 🇹🇳🇶🇦 💋✨💪🏻💦🗓🌸💵👙 @dr.slimhal 📞 +21651076627,132000,2300,299,85,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/slimhal,https://www.influenceurs.tn/uploads/slimhal.jpg,influenceurs.tn,2026-03-17 16:39:06,,Nano
molka_g,Molka g,Makeup Artist,Molka Gharbi Professional MUA Pour prise de rendez-vous ou renseignements Merci d’appeler sur le téléphone ☎️ 24 300 427,138300,1200,690,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/molka_g,https://www.influenceurs.tn/uploads/molka_g.jpg,influenceurs.tn,2026-03-17 16:35:57,,Nano
